disbursement_id,authorization_id,beneficiary_id,pillar_id,period,date,amount_paid,channel,disbursing_account,processed_by
DISB-001688,AUTH-001770,BEN-0154,Plus,2025-04,2025-05-20,8069,bank,(854)878-1376x742,PAY-001
DISB-000786,AUTH-000834,BEN-0074,Scholarship,2025-03,2025-03-14,15120,bank,+1-202-577-1670x145,PAY-003
DISB-000466,AUTH-000499,BEN-0045,Scholarship,2025-12,2026-04-11,15295,mobile_money,249.854.5089x2038,PAY-004
DISB-000905,AUTH-000958,BEN-0084,Scholarship,2026-04,2026-04-29,15102,mobile_money,891-647-6607x2832,PAY-004
DISB-000503,AUTH-000541,BEN-0049,Scholarship,2025-06,2025-06-18,15027,mobile_money,001-710-256-4814x9177,PAY-003
DISB-000592,AUTH-000630,BEN-0056,Plus,2026-04,2026-05-09,8073,bank,7397652239,PAY-003
DISB-001110,AUTH-001172,BEN-0102,Plus,2026-05,2026-04-05,8112,mobile_money,249.854.5089x2038,PAY-003
DISB-002043,AUTH-002147,BEN-0188,Scholarship,2025-02,2025-03-03,15284,mobile_money,001-526-783-1589,PAY-003
DISB-001713,AUTH-001795,BEN-0156,Scholarship,2025-06,2025-07-05,14904,bank,372-552-0456x50448,PAY-004
DISB-000870,AUTH-000920,BEN-0080,Vocational,2025-08,2026-03-25,8224,bank,249.854.5089x2038,PAY-003
DISB-000116,AUTH-000117,BEN-0010,Tech,2026-03,2026-04-15,12211,mobile_money,+1-319-952-0585x27722,PAY-003
DISB-001283,AUTH-001351,BEN-0120,Plus,2025-04,,8135,mobile_money,(256)599-9880x8177,PAY-002
DISB-000609,AUTH-000649,BEN-0058,Plus,2025-02,2025-03-06,7846,bank,372-751-3552,PAY-003
DISB-001011,AUTH-001073,BEN-0094,Plus,2025-02,2025-03-13,7846,bank,+1-702-360-1279x61143,PAY-003
DISB-001753,AUTH-001837,BEN-0159,Plus,2025-09,2025-10-04,7875,mobile_money,293.389.1190x83342,PAY-001
DISB-001926,AUTH-002021,BEN-0176,Scholarship,2025-12,28/12/2025," KES 15,202 ",bank,(487)477-1215x134,PAY-003
DISB-000496,AUTH-000533,BEN-0048,Tech,2025-07,2025-07-22,8993,bank,(761)888-9241x41832,PAY-002
DISB-002166,AUTH-002274,BEN-0200,Vocational,2026-05,2026-05-30,10013,bank,623.420.0249x685,PAY-004
DISB-002148,AUTH-002256,BEN-0198,Vocational,2025-05,2025-05-16,9871,bank,+1-710-276-0954x3173,PAY-001
DISB-001984,AUTH-002084,BEN-0182,Plus,2026-02,2026-02-19,8103,bank,+1-284-207-6789x973,PAY-004
DISB-000286,AUTH-000298,BEN-0026,Tech,2026-01,2026-02-10,12067,bank,+1-982-851-2868x23004,PAY-002
DISB-000308,AUTH-000321,BEN-0028,Vocational,2026-03,2026-03-26,10090,mobile_money,(428)873-3427x0866,PAY-001
DISB-000749,AUTH-000797,BEN-0070,Scholarship,2026-03,2026-04-02,12458,mobile_money,001-742-810-4478,PAY-002
DISB-001115,AUTH-001177,BEN-0103,Plus,2025-09,2025-10-08,7949,bank,672-928-2005x5778,PAY-003
DISB-000722,AUTH-000770,BEN-0068,Tech,2026-03,2026-03-20,11959,bank,346.955.4947,PAY-002
DISB-001410,AUTH-001486,BEN-0130,Vocational,2025-04,2025-04-11," KES 10,069 ",bank,+1-476-996-3938,PAY-004
DISB-000105,AUTH-000106,BEN-0009,Plus,2025-02,2025-03-04,8096,bank,203-569-7117,PAY-004
DISB-001817,AUTH-001907,BEN-0166,Plus,2026-02,2026-03-11,7979,bank,001-273-574-8969,PAY-003
DISB-000005,AUTH-000005,BEN-0001,Tech,2025-06,2025-06-27,9868,mobile_money,876-379-7643x815,PAY-001
DISB-000225,AUTH-000235,BEN-0020,Plus,2026-04,2026-05-04,8151,bank,638.957.8652x78585,PAY-002
DISB-001492,AUTH-001571,BEN-0137,Vocational,2025-10,2025-10-18,9916,bank,728-860-4765x801,PAY-001
DISB-000637,AUTH-000682,BEN-0060,Plus,2026-03,2026-04-01,7986,mobile_money,001-687-920-5061,PAY-002
DISB-000415,AUTH-000437,BEN-0040,Scholarship,2025-08,2026-03-09,14933,bank,249.854.5089x2038,PAY-002
DISB-001499,AUTH-001578,BEN-0137,Vocational,2026-05,2026-06-05,7205,mobile_money,728-860-4765x801,PAY-002
DISB-000913,AUTH-000970,BEN-0084,Scholarship,2025-04,2025-04-22,14732,bank,891-647-6607x2832,PAY-003
DISB-002134,AUTH-002240,BEN-0197,Plus,2025-12,2026-01-02,8069,bank,+1-894-887-0605,PAY-003
DISB-000322,AUTH-000338,BEN-0029,Vocational,2026-05,,9959,mobile_money,603-831-7393x6385,PAY-001
DISB-001945,AUTH-002040,BEN-0178,Plus,2026-04,2026-04-18,8119,bank,521-947-6492x5158,PAY-002
DISB-001366,AUTH-001441,BEN-0127,Vocational,2025-03,2025-04-02,10118,mobile_money,923.207.6810x40915,PAY-004
DISB-001991,AUTH-002092,BEN-0183,Scholarship,2026-06,2026-03-14,17931,bank,249.854.5089x2038,PAY-004
DISB-002129,AUTH-002235,BEN-0196,Vocational,2025-12,2026-01-02,10066,bank,+1-543-837-5047x930,PAY-003
DISB-001996,AUTH-002099,BEN-0183,Scholarship,2025-06,2026-03-02,15254,mobile_money,249.854.5089x2038,PAY-003
DISB-000883,AUTH-000934,BEN-0081,Plus,2025-02,2025-03-06,7977,mobile_money,(381)782-6886,PAY-002
DISB-000947,AUTH-001005,BEN-0088,Scholarship,2026-04,2026-04-27,14995,mobile_money,(929)592-7503,PAY-004
DISB-001264,AUTH-001330,BEN-0118,Scholarship,2025-08,2025-08-21,14108,mobile_money,001-483-724-8262,PAY-002
DISB-001632,AUTH-001712,BEN-0149,Vocational,2026-05,2026-05-17,9909,mobile_money,001-408-350-1657x9055,PAY-001
DISB-000214,AUTH-000224,BEN-0018,Tech,2025-11,2025-12-13,12222,bank,478.549.9121x65585,PAY-004
DISB-000897,AUTH-000950,BEN-0083,Plus,2025-12,2025-12-25,9659,bank,(607)350-1102,PAY-003
DISB-000703,AUTH-000751,BEN-0067,Scholarship,2025-11,2025-11-15,14786,bank,6994353875,PAY-002
DISB-001176,AUTH-001240,BEN-0109,Tech,2026-01,2026-01-24,9365,bank,(394)256-5118,PAY-001
DISB-001519,AUTH-001598,BEN-0139,Vocational,2025-04,2025-04-30,9948,bank,001-654-421-4066x504,PAY-004
DISB-001321,AUTH-001393,BEN-0123,Tech,2026-03,2026-03-26,12104,bank,(622)749-9982x79501,PAY-004
DISB-000725,AUTH-000773,BEN-0068,Tech,2025-03,2025-03-19,11893,bank,346.955.4947,PAY-001
DISB-001245,AUTH-001311,BEN-0116,Plus,2025-02,08/03/2025,7871,bank,+1-301-764-5104x6368,PAY-001
DISB-000149,AUTH-000154,BEN-0013,Tech,2025-04,2025-04-20,10346,bank,712.317.2715,PAY-003
DISB-000528,AUTH-000566,BEN-0051,Vocational,2025-12,2025-12-28,9875,mobile_money,001-332-506-0385x05064,PAY-004
DISB-001803,AUTH-001890,BEN-0164,Scholarship,2025-11,2025-11-21,14772,mobile_money,941-852-0850,PAY-001
DISB-001500,AUTH-001579,BEN-0137,Vocational,2025-03,2025-03-27,10028,mobile_money,728-860-4765x801,PAY-001
DISB-001047,AUTH-001109,BEN-0096,Plus,2025-11,21/11/2025,8065,bank,248.994.7697x35779,PAY-001
DISB-001317,AUTH-001389,BEN-0122,Vocational,2025-06,25/06/2025,9876,bank,209.940.7778,PAY-003
DISB-001572,AUTH-001651,BEN-0144,Scholarship,2026-03,2026-03-11,14838,mobile_money,556-908-3318x1958,PAY-001
DISB-001307,AUTH-001379,BEN-0122,Vocational,2025-03,2025-04-09,10013,bank,209.940.7778,PAY-004
DISB-000318,AUTH-000333,BEN-0029,Vocational,2026-06,21/06/2026,7306,mobile_money,603-831-7393x6385,PAY-001
DISB-001628,AUTH-001708,BEN-0149,Vocational,2025-01,2025-01-29,9950,bank,001-408-350-1657x9055,PAY-004
DISB-000168,AUTH-000175,BEN-0014,Scholarship,2026-02,2026-03-15,13168,mobile_money,249.854.5089x2038,PAY-002
DISB-001587,AUTH-001667,BEN-0145,Vocational,2025-12,2025-12-25,9987,bank,(707)881-1379,PAY-002
DISB-001793,AUTH-001880,BEN-0164,Scholarship,2025-12,2025-12-22," KES 14,810 ",mobile_money,941-852-0850,PAY-003
DISB-001855,AUTH-001950,BEN-0170,Plus,2026-03,2026-04-08,10291,bank,760.864.4134x327,PAY-001
DISB-000558,AUTH-000596,BEN-0053,Plus,2025-08,2025-08-25,8137,mobile_money,4673883171,PAY-002
DISB-001888,AUTH-001983,BEN-0174,Plus,2026-05,2026-06-09,7964,mobile_money,+1-736-269-4118x00537,PAY-001
DISB-002140,AUTH-002248,BEN-0197,Plus,2025-07,2025-08-19,8002,mobile_money,+1-894-887-0605,PAY-001
DISB-001989,AUTH-002090,BEN-0182,Plus,2025-09,2025-09-27,7586,mobile_money,+1-284-207-6789x973,PAY-001
DISB-000028,AUTH-000029,BEN-0003,Tech,2025-07,2025-08-06,12173,bank,581-388-3552,PAY-001
DISB-000164,AUTH-000171,BEN-0014,Scholarship,2025-08,2026-03-30,15139,bank,249.854.5089x2038,PAY-004
DISB-001043,AUTH-001105,BEN-0096,Plus,2025-07,2025-07-20,7901,mobile_money,248.994.7697x35779,PAY-002
DISB-001006,AUTH-001068,BEN-0093,Tech,2026-02,24/03/2026,12013,mobile_money,249.854.5089x2038,PAY-003
DISB-002093,AUTH-002197,BEN-0193,Tech,2025-10,2025-10-19,11984,mobile_money,4636048913,PAY-001
DISB-002118,AUTH-002223,BEN-0195,Scholarship,2025-07,2025-07-24,15133,bank,+1-270-902-6876x811,PAY-001
DISB-002062,AUTH-002166,BEN-0189,Tech,2025-05,2025-05-23," KES 12,179 ",mobile_money,372.888.1377x0285,PAY-002
DISB-001617,AUTH-001697,BEN-0148,Plus,2025-08,2025-08-21,7960,bank,907-942-7990,PAY-002
DISB-001278,AUTH-001346,BEN-0119,Scholarship,2025-04,2025-04-20,14853,bank,(417)428-9752x677,PAY-001
DISB-001579,AUTH-001659,BEN-0144,Scholarship,2025-12,2025-12-18,14933,mobile_money,556-908-3318x1958,PAY-001
DISB-002041,AUTH-002145,BEN-0187,Tech,2026-01,2026-01-27,11911,bank,688-548-5200,PAY-003
DISB-001992,AUTH-002094,BEN-0183,Scholarship,2025-02,2026-04-01,14871,mobile_money,249.854.5089x2038,PAY-003
DISB-000220,AUTH-000230,BEN-0019,Plus,2025-05,2025-05-09,8069,bank,(551)269-4097x499,PAY-002
DISB-001637,AUTH-001717,BEN-0149,Vocational,2026-04,2026-05-02,10132,mobile_money,001-408-350-1657x9055,PAY-004
DISB-000173,AUTH-000180,BEN-0015,Vocational,2025-05,2025-06-09,9814,mobile_money,414-438-4249x8182,PAY-001
DISB-001607,AUTH-001687,BEN-0147,Vocational,2026-03,2026-03-19,9883,bank,4632356939,PAY-002
DISB-001380,AUTH-001455,BEN-0128,Tech,2025-05,2025-06-01,12094,mobile_money,585.485.4249,PAY-003
DISB-001863,AUTH-001958,BEN-0171,Plus,2025-10,2025-11-11,7948,mobile_money,(406)534-5911,PAY-003
DISB-001545,AUTH-001624,BEN-0141,Plus,2025-06,2025-07-06,7867,mobile_money,257-517-3203,PAY-001
DISB-001853,AUTH-001948,BEN-0170,Plus,2025-09,2025-10-01,6471,mobile_money,760.864.4134x327,PAY-004
DISB-001998,AUTH-002101,BEN-0184,Tech,2025-01,2025-02-01,11861,mobile_money,001-308-242-8910x77119,PAY-001
DISB-000192,AUTH-000200,BEN-0016,Vocational,2025-10,2025-10-30,7963,bank,+1-464-771-0276x77359,PAY-001
DISB-000198,AUTH-000206,BEN-0017,Scholarship,2025-11,2025-11-20,14828,bank,774.270.1687x339,PAY-004
DISB-000002,AUTH-000002,BEN-0001,Tech,2025-07,2025-08-10,11336,bank,876-379-7643x815,PAY-003
DISB-001037,AUTH-001099,BEN-0095,Tech,2026-05,2026-05-31," KES 12,108 ",mobile_money,692.805.3021,PAY-003
DISB-000418,AUTH-000440,BEN-0040,Scholarship,2025-05,2026-04-04,15136,bank,249.854.5089x2038,PAY-003
DISB-001671,AUTH-001753,BEN-0152,Vocational,2025-08,2025-08-29,10059,bank,722-422-3105x9274,PAY-002
DISB-002088,AUTH-002192,BEN-0192,Plus,2026-04,2026-05-01,7951,bank,222-241-2462x0952,PAY-002
DISB-000505,AUTH-000543,BEN-0049,Scholarship,2026-02,26/02/2026,12911,bank,001-710-256-4814x9177,PAY-004
DISB-000664,AUTH-000712,BEN-0063,Tech,2026-01,2026-02-16,12059,bank,202.946.2996x0653,PAY-004
DISB-001889,AUTH-001984,BEN-0174,Plus,2025-05,2025-05-18,7952,mobile_money,+1-736-269-4118x00537,PAY-004
DISB-000094,AUTH-000095,BEN-0007,Vocational,2026-04,2026-05-19,10090,bank,+1-937-994-7383x47359,PAY-004
DISB-000645,AUTH-000690,BEN-0061,Scholarship,2025-10,2025-10-23,15009,mobile_money,001-502-211-5869,PAY-002
DISB-001750,AUTH-001834,BEN-0159,Plus,2025-12,2025-12-15,8056,mobile_money,293.389.1190x83342,PAY-003
DISB-000993,AUTH-001052,BEN-0092,Scholarship,2025-06,2025-06-19," KES 14,905 ",mobile_money,+1-368-865-0863x7659,PAY-001
DISB-000912,AUTH-000968,BEN-0084,Scholarship,2026-03,2026-04-06,15066,mobile_money,891-647-6607x2832,PAY-003
DISB-001109,AUTH-001171,BEN-0102,Plus,2025-01,2026-04-01,7996,bank,249.854.5089x2038,PAY-003
DISB-000469,AUTH-000503,BEN-0046,Tech,2025-11,2025-12-02,11920,bank,001-922-518-9092x75326,PAY-003
DISB-000065,AUTH-000066,BEN-0006,Vocational,2026-06,2026-06-16,9945,mobile_money,(752)981-6850x5423,PAY-003
DISB-000581,AUTH-000619,BEN-0056,Plus,2025-12,2026-01-02,7905,bank,7397652239,PAY-003
DISB-000516,AUTH-000554,BEN-0050,Scholarship,2025-12,2025-12-15,15181,mobile_money,265.441.9518,PAY-004
DISB-001085,AUTH-001147,BEN-0100,Plus,2025-07,2025-07-23,7900,bank,620-734-7175,PAY-001
DISB-001917,AUTH-002012,BEN-0176,Scholarship,2025-03,2025-04-04,14956,bank,(487)477-1215x134,PAY-002
DISB-000705,AUTH-000753,BEN-0067,Scholarship,2026-06,08/07/2026,14888,bank,6994353875,PAY-004
DISB-000417,AUTH-000439,BEN-0040,Scholarship,2025-11,2026-04-13,11885,bank,249.854.5089x2038,PAY-004
DISB-000597,AUTH-000635,BEN-0056,Plus,2025-02,2025-03-10,7977,mobile_money,7397652239,PAY-002
DISB-001999,AUTH-002102,BEN-0184,Tech,2025-08,2025-08-22,12060,bank,001-308-242-8910x77119,PAY-001
DISB-001001,AUTH-001060,BEN-0093,Tech,2025-07,2026-03-18,8609,bank,249.854.5089x2038,PAY-003
DISB-000984,AUTH-001043,BEN-0091,Tech,2026-04,01/05/2026,11946,bank,001-329-584-2579,PAY-003
DISB-001758,AUTH-001843,BEN-0160,Plus,2026-04,2026-04-08,8114,mobile_money,249.854.5089x2038,PAY-001
DISB-001755,AUTH-001839,BEN-0160,Plus,2025-10,2026-04-08,6278,mobile_money,249.854.5089x2038,PAY-003
DISB-001807,AUTH-001894,BEN-0165,Tech,2026-04,2026-05-09,12013,bank,583-344-0496,PAY-001
DISB-001776,AUTH-001862,BEN-0162,Scholarship,2025-05,2025-05-24,14857,mobile_money,+1-287-273-4778x48588,PAY-004
DISB-000087,AUTH-000088,BEN-0007,Vocational,2026-02,2026-03-08,10054,bank,+1-937-994-7383x47359,PAY-001
DISB-001759,AUTH-001844,BEN-0160,Plus,2025-02,2026-04-11,7969,mobile_money,249.854.5089x2038,PAY-001
DISB-002023,AUTH-002127,BEN-0186,Vocational,2025-02,2025-03-03,10002,bank,+1-884-966-8455x04892,PAY-004
DISB-000193,AUTH-000201,BEN-0016,Vocational,2025-07,2025-07-17,9118,bank,+1-464-771-0276x77359,PAY-004
DISB-000554,AUTH-000592,BEN-0052,Vocational,2025-01,2025-01-15,9838,bank,356-455-7431x329,PAY-001
DISB-001071,AUTH-001133,BEN-0098,Vocational,2026-03,2026-04-01,10024,mobile_money,+1-908-756-2718,PAY-004
DISB-001616,AUTH-001696,BEN-0148,Plus,2026-02,2026-02-21,8001,bank,907-942-7990,PAY-003
DISB-000321,AUTH-000337,BEN-0029,Vocational,2025-05,2025-05-31,10118,mobile_money,603-831-7393x6385,PAY-001
DISB-000186,AUTH-000193,BEN-0016,Vocational,2025-01,2025-02-07,10170,bank,+1-464-771-0276x77359,PAY-001
DISB-001149,AUTH-001213,BEN-0106,Scholarship,2026-02,2026-02-26,15214,mobile_money,(901)836-7303x7183,PAY-003
DISB-002053,AUTH-002157,BEN-0189,Tech,2025-09,2025-10-08,11897,mobile_money,372.888.1377x0285,PAY-004
DISB-000762,AUTH-000810,BEN-0072,Vocational,2026-04,2026-05-05,9916,bank,235.364.2087x37530,PAY-002
DISB-001135,AUTH-001197,BEN-0105,Scholarship,2025-09,2025-09-20,10707,bank,217-497-4973x5020,PAY-004
DISB-000405,AUTH-000426,BEN-0038,Plus,2025-03,2025-04-07,8059,mobile_money,501-943-8889,PAY-002
DISB-001567,AUTH-001646,BEN-0143,Scholarship,2025-06,2025-06-28,12537,bank,(225)982-7390x21962,PAY-003
DISB-002064,AUTH-002168,BEN-0189,Tech,2025-11,23/11/2025,11943,bank,372.888.1377x0285,PAY-001
DISB-000233,AUTH-000243,BEN-0020,Plus,2025-07,2025-07-25,7970,bank,638.957.8652x78585,PAY-003
DISB-000663,AUTH-000711,BEN-0063,Tech,2026-04,2026-04-20,12066,bank,202.946.2996x0653,PAY-001
DISB-001928,AUTH-002023,BEN-0176,Scholarship,2026-02,2026-03-13,15146,bank,(487)477-1215x134,PAY-004
DISB-001252,AUTH-001318,BEN-0116,Plus,2025-07,2025-07-31,7988,bank,+1-301-764-5104x6368,PAY-003
DISB-001885,AUTH-001980,BEN-0173,Tech,2025-11,2025-11-15,12079,mobile_money,(577)613-3344x76263,PAY-003
DISB-001727,AUTH-001809,BEN-0157,Plus,2026-05,2026-05-27,8007,mobile_money,(383)838-9888,PAY-004
DISB-000428,AUTH-000453,BEN-0041,Plus,2025-02,2025-02-25,7847,bank,(282)774-2257,PAY-004
DISB-001653,AUTH-001734,BEN-0151,Vocational,2025-06,2026-03-24,8748,bank,249.854.5089x2038,PAY-002
DISB-000935,AUTH-000992,BEN-0087,Plus,2025-01,11/03/2026,10266,mobile_money,249.854.5089x2038,PAY-004
DISB-000199,AUTH-000207,BEN-0017,Scholarship,2025-04,2025-04-16,15013,bank,774.270.1687x339,PAY-003
DISB-001280,AUTH-001348,BEN-0119,Scholarship,2025-06,2025-06-18,14935,bank,(417)428-9752x677,PAY-002
DISB-000875,AUTH-000926,BEN-0081,Plus,2026-01,2026-02-19,8128,bank,(381)782-6886,PAY-004
DISB-000867,AUTH-000916,BEN-0079,Plus,2025-09,2025-10-06,8031,bank,880.557.1983,PAY-001
DISB-001972,AUTH-002069,BEN-0180,Scholarship,2025-08,2025-08-27,15220,mobile_money,294.252.3219x416,PAY-001
DISB-000527,AUTH-000565,BEN-0050,Scholarship,2025-06,2025-06-27,14943,mobile_money,265.441.9518,PAY-002
DISB-001508,AUTH-001587,BEN-0138,Scholarship,2025-07,09/08/2025,15012,mobile_money,553.344.3009x109,PAY-004
DISB-000012,AUTH-000012,BEN-0001,Tech,2025-01,2025-02-04,12005,mobile_money,876-379-7643x815,PAY-001
DISB-000611,AUTH-000651,BEN-0058,Plus,2026-05,2026-05-22,8128,mobile_money,372-751-3552,PAY-004
DISB-002153,AUTH-002261,BEN-0199,Tech,2025-02,2025-03-07," KES 11,971 ",mobile_money,+1-908-804-6619x63990,PAY-001
DISB-000034,AUTH-000035,BEN-0003,Tech,2026-05,2026-05-30,11955,mobile_money,581-388-3552,PAY-001
DISB-000600,AUTH-000638,BEN-0057,Tech,2025-12,01/01/2026,11934,bank,325-700-2921x85156,PAY-003
DISB-001908,AUTH-002003,BEN-0175,Vocational,2025-08,2025-09-11," KES 9,913 ",mobile_money,(774)856-4494,PAY-001
DISB-001353,AUTH-001426,BEN-0126,Vocational,2026-03,2026-03-21,11500,mobile_money,249.854.5089x2038,PAY-002
DISB-001559,AUTH-001638,BEN-0142,Tech,2026-06,2026-07-10,11916,bank,+1-407-390-3202x0417,PAY-003
DISB-001105,AUTH-001167,BEN-0101,Scholarship,2025-12,2025-12-27,14765,bank,+1-824-655-8771,PAY-004
DISB-000156,AUTH-000161,BEN-0013,Tech,2026-01,2026-01-28,11904,mobile_money,712.317.2715,PAY-001
DISB-001933,AUTH-002028,BEN-0177,Scholarship,2025-01,2025-01-23,10599,bank,(701)277-7490,PAY-004
DISB-001358,AUTH-001431,BEN-0126,Vocational,2025-11,2026-03-17,9974,bank,249.854.5089x2038,PAY-004
DISB-001822,AUTH-001912,BEN-0167,Plus,2025-08,2026-03-26,5833,bank,249.854.5089x2038,PAY-003
DISB-000773,AUTH-000821,BEN-0073,Scholarship,2025-10,,15286,mobile_money,3027255794,PAY-003
DISB-000295,AUTH-000307,BEN-0026,Tech,2025-02,25/02/2025,11836,bank,+1-982-851-2868x23004,PAY-004
DISB-000865,AUTH-000914,BEN-0079,Plus,2025-04,2025-05-01,8042,mobile_money,880.557.1983,PAY-004
DISB-001390,AUTH-001465,BEN-0129,Tech,2026-05,2026-05-20,12221,mobile_money,817.447.7332x945,PAY-003
DISB-001370,AUTH-001445,BEN-0127,Vocational,2025-06,2025-07-22,9816,mobile_money,923.207.6810x40915,PAY-002
DISB-002050,AUTH-002154,BEN-0188,Scholarship,2026-02,2026-03-06,15263,bank,001-526-783-1589,PAY-003
DISB-000252,AUTH-000263,BEN-0022,Scholarship,2025-11,2025-12-02,15255,bank,+1-293-280-2620x6724,PAY-001
DISB-001674,AUTH-001756,BEN-0153,Vocational,2025-01,2025-02-01,9899,mobile_money,317-702-8140x69375,PAY-002
DISB-001680,AUTH-001762,BEN-0153,Vocational,2025-09,2025-10-06," KES 9,837 ",bank,317-702-8140x69375,PAY-002
DISB-000577,AUTH-000615,BEN-0055,Tech,2026-06,2026-07-09,11789,bank,576-287-0146x2638,PAY-004
DISB-001455,AUTH-001532,BEN-0134,Scholarship,2025-12,2025-12-27,15216,mobile_money,001-247-781-8913x71894,PAY-003
DISB-000246,AUTH-000256,BEN-0021,Vocational,2025-12,2026-01-08,10070,bank,+1-547-533-8484x2199,PAY-002
DISB-002020,AUTH-002124,BEN-0185,Tech,2026-01,2026-04-07,11812,bank,249.854.5089x2038,PAY-004
DISB-000470,AUTH-000504,BEN-0046,Tech,2026-02,2026-02-28,12183,mobile_money,001-922-518-9092x75326,PAY-002
DISB-000374,AUTH-000395,BEN-0036,Plus,2026-06,2026-06-28,7857,mobile_money,(592)745-9375x26547,PAY-004
DISB-000221,AUTH-000231,BEN-0019,Plus,2026-06,2026-06-16,7855,bank,(551)269-4097x499,PAY-002
DISB-001551,AUTH-001630,BEN-0142,Tech,2025-02,2025-02-26,12004,mobile_money,+1-407-390-3202x0417,PAY-004
DISB-000243,AUTH-000253,BEN-0021,Vocational,2025-04,2025-05-06,9878,mobile_money,+1-547-533-8484x2199,PAY-004
DISB-000797,AUTH-000845,BEN-0074,Scholarship,2025-06,,15058,bank,+1-202-577-1670x145,PAY-004
DISB-000376,AUTH-000397,BEN-0036,Plus,2025-11,2025-11-27,8065,bank,(592)745-9375x26547,PAY-002
DISB-000714,AUTH-000762,BEN-0067,Scholarship,2025-05,2025-05-26,15168,mobile_money,6994353875,PAY-001
DISB-000202,AUTH-000210,BEN-0017,Scholarship,2025-05,,15235,bank,774.270.1687x339,PAY-002
DISB-000596,AUTH-000634,BEN-0056,Plus,2026-01,2026-01-09,7888,mobile_money,7397652239,PAY-002
DISB-000363,AUTH-000382,BEN-0034,Tech,2025-02,2025-03-14,11959,mobile_money,342-262-6551,PAY-001
DISB-000716,AUTH-000764,BEN-0068,Tech,2025-05,2025-06-03,12187,mobile_money,346.955.4947,PAY-004
DISB-000965,AUTH-001024,BEN-0090,Vocational,2025-10,2025-11-03,10053,bank,477.439.2603x0299,PAY-004
DISB-001566,AUTH-001645,BEN-0143,Scholarship,2025-09,2025-10-02,15144,bank,(225)982-7390x21962,PAY-003
DISB-000556,AUTH-000594,BEN-0052,Vocational,2026-01,2026-01-23,10051,mobile_money,356-455-7431x329,PAY-004
DISB-000283,AUTH-000295,BEN-0026,Tech,2025-04,,12140,mobile_money,+1-982-851-2868x23004,PAY-001
DISB-002155,AUTH-002263,BEN-0199,Tech,2025-08,2025-08-26,12109,mobile_money,+1-908-804-6619x63990,PAY-004
DISB-000224,AUTH-000234,BEN-0020,Plus,2026-06,17/06/2026,7982,bank,638.957.8652x78585,PAY-004
DISB-000044,AUTH-000045,BEN-0004,Plus,2025-04,2025-04-10,7968,mobile_money,001-205-781-4770,PAY-003
DISB-001829,AUTH-001922,BEN-0168,Scholarship,2025-07,20/03/2026,15184,bank,249.854.5089x2038,PAY-001
DISB-002081,AUTH-002185,BEN-0192,Plus,2026-01,2026-01-24,7924,mobile_money,222-241-2462x0952,PAY-003
DISB-001293,AUTH-001362,BEN-0121,Plus,2025-10,2026-04-11,8304,mobile_money,249.854.5089x2038,PAY-003
DISB-000383,AUTH-000404,BEN-0036,Plus,2025-08,04/09/2025,8110,mobile_money,(592)745-9375x26547,PAY-004
DISB-000027,AUTH-000028,BEN-0003,Tech,2025-03,2025-04-02,12089,bank,581-388-3552,PAY-002
DISB-000364,AUTH-000383,BEN-0034,Tech,2025-09,2025-09-15,11953,mobile_money,342-262-6551,PAY-002
DISB-000301,AUTH-000313,BEN-0027,Plus,2025-11,2025-12-10,7880,bank,6675383028,PAY-002
DISB-000259,AUTH-000270,BEN-0023,Plus,2025-11,2025-11-27,8135,bank,449-932-9668x51612,PAY-001
DISB-002139,AUTH-002247,BEN-0197,Plus,2026-05,2026-06-07,7855,mobile_money,+1-894-887-0605,PAY-001
DISB-001228,AUTH-001293,BEN-0114,Scholarship,2025-07,2025-07-14,14960,bank,516-586-2278x376,PAY-001
DISB-001678,AUTH-001760,BEN-0153,Vocational,2026-02,2026-03-21,9966,bank,317-702-8140x69375,PAY-003
DISB-001720,AUTH-001802,BEN-0156,Scholarship,2025-02,2025-02-19," KES 15,035 ",bank,372-552-0456x50448,PAY-004
DISB-002040,AUTH-002144,BEN-0187,Tech,2025-05,2025-06-15,12159,bank,688-548-5200,PAY-002
DISB-000895,AUTH-000947,BEN-0082,Vocational,2025-03,2026-03-11,10025,mobile_money,249.854.5089x2038,PAY-003
DISB-000068,AUTH-000069,BEN-0006,Vocational,2026-03,2026-03-19,9827,mobile_money,(752)981-6850x5423,PAY-002
DISB-002055,AUTH-002159,BEN-0189,Tech,2026-05,,12058,mobile_money,372.888.1377x0285,PAY-003
DISB-000506,AUTH-000544,BEN-0049,Scholarship,2025-02,2025-02-07,12824,bank,001-710-256-4814x9177,PAY-004
DISB-001964,AUTH-002061,BEN-0180,Scholarship,2025-02,2025-02-27,15164,bank,294.252.3219x416,PAY-004
DISB-002077,AUTH-002181,BEN-0191,Vocational,2025-07,2025-08-03,10009,mobile_money,001-409-283-7801,PAY-002
DISB-001897,AUTH-001992,BEN-0174,Plus,2026-04,2026-04-28," KES 8,112 ",bank,+1-736-269-4118x00537,PAY-004
DISB-002127,AUTH-002233,BEN-0196,Vocational,2026-05,2026-05-20,8286,bank,+1-543-837-5047x930,PAY-004
DISB-001246,AUTH-001312,BEN-0116,Plus,2026-03,24/03/2026,8033,bank,+1-301-764-5104x6368,PAY-003
DISB-000564,AUTH-000602,BEN-0054,Vocational,2025-11,,9909,mobile_money,9132721510,PAY-002
