disbursement_id,authorization_id,beneficiary_id,pillar_id,period,date,amount_paid,channel,disbursing_account,processed_by
DISB-000132,AUTH-000136,BEN-0011,Plus,2025-12,2026-01-03,7946,mobile_money,615-366-7652x775,PAY-001
DISB-000955,AUTH-001010,BEN-0088,Scholarship,2025-10,2025-11-13,14815,mobile_money,(929)592-7503,PAY-001
DISB-000918,AUTH-000970,BEN-0085,Scholarship,2025-01,2025-01-14,15219,bank,(939)343-1290,PAY-003
DISB-001446,AUTH-001520,BEN-0134,Scholarship,2026-01,2026-01-27,15220,mobile_money,001-247-781-8913x71894,PAY-004
DISB-000291,AUTH-000312,BEN-0027,Plus,2026-03,2026-04-16,8008,mobile_money,6675383028,PAY-001
DISB-000286,AUTH-000307,BEN-0026,Tech,2025-05,2025-05-30,12039,mobile_money,+1-982-851-2868x23004,PAY-002
DISB-001300,AUTH-001371,BEN-0120,Plus,2026-03,2026-03-09,8111,mobile_money,(256)599-9880x8177,PAY-003
DISB-001774,AUTH-001854,BEN-0167,Plus,2026-04,2026-04-10,8101,mobile_money,249.854.5089x2038,PAY-002
DISB-001272,AUTH-001341,BEN-0117,Vocational,2025-01,,10009,mobile_money,584.404.6084,PAY-004
DISB-000913,AUTH-000965,BEN-0084,Scholarship,2026-03,2026-03-20,15184,mobile_money,891-647-6607x2832,PAY-003
DISB-002001,AUTH-002098,BEN-0188,Scholarship,2025-03,2025-03-18,15144,bank,001-526-783-1589,PAY-003
DISB-001806,AUTH-001893,BEN-0170,Plus,2026-05,2026-05-17,8098,bank,760.864.4134x327,PAY-003
DISB-001052,AUTH-001111,BEN-0098,Vocational,2025-09,2025-10-05,9916,bank,+1-908-756-2718,PAY-002
DISB-000078,AUTH-000078,BEN-0007,Vocational,2025-04,2025-04-27,9878,bank,+1-937-994-7383x47359,PAY-004
DISB-001929,AUTH-002023,BEN-0182,Plus,2025-11,2025-11-21,7868,mobile_money,+1-284-207-6789x973,PAY-003
DISB-000334,AUTH-000356,BEN-0030,Scholarship,2025-03,2025-03-20,14942,mobile_money,(504)789-9642,PAY-001
DISB-001638,AUTH-001715,BEN-0153,Vocational,2025-04,2025-04-21,9988,mobile_money,317-702-8140x69375,PAY-004
DISB-001664,AUTH-001741,BEN-0155,Vocational,2026-02,2026-03-03," KES 10,015 ",bank,001-647-687-3002,PAY-001
DISB-001173,AUTH-001237,BEN-0109,Tech,2026-03,2026-03-28,11859,mobile_money,(394)256-5118,PAY-003
DISB-001100,AUTH-001161,BEN-0102,Plus,2026-06,2026-03-06," KES 9,898 ",bank,249.854.5089x2038,PAY-003
DISB-000228,AUTH-000239,BEN-0021,Vocational,2025-12,2025-12-21,9812,mobile_money,+1-547-533-8484x2199,PAY-003
DISB-000910,AUTH-000962,BEN-0084,Scholarship,2026-04,2026-04-23,14923,bank,891-647-6607x2832,PAY-003
DISB-001985,AUTH-002082,BEN-0187,Tech,2025-11,,12123,mobile_money,688-548-5200,PAY-004
DISB-000745,AUTH-000784,BEN-0070,Scholarship,2026-03,2026-04-18,14737,bank,001-742-810-4478,PAY-004
DISB-001901,AUTH-001992,BEN-0180,Scholarship,2025-08,2025-09-02,15142,mobile_money,294.252.3219x416,PAY-001
DISB-000349,AUTH-000372,BEN-0032,Vocational,2026-02,2026-03-08,9982,bank,001-234-410-1666x870,PAY-003
DISB-001358,AUTH-001432,BEN-0127,Vocational,2025-11,2025-12-04,9886,mobile_money,923.207.6810x40915,PAY-003
DISB-000259,AUTH-000278,BEN-0024,Plus,2025-08,2026-03-10," KES 7,948 ",bank,249.854.5089x2038,PAY-002
DISB-000968,AUTH-001024,BEN-0090,Vocational,2025-08,2025-08-22,10191,mobile_money,477.439.2603x0299,PAY-001
DISB-001402,AUTH-001476,BEN-0130,Vocational,2026-03,2026-04-05," KES 10,025 ",mobile_money,+1-476-996-3938,PAY-002
DISB-002103,AUTH-002200,BEN-0196,Vocational,2025-09,2025-09-19,9912,mobile_money,+1-543-837-5047x930,PAY-001
DISB-000003,AUTH-000003,BEN-0001,Tech,2025-01,2025-02-04,12208,bank,876-379-7643x815,PAY-002
DISB-000668,AUTH-000704,BEN-0062,Tech,2025-12,2026-03-26,11785,bank,249.854.5089x2038,PAY-004
DISB-000445,AUTH-000472,BEN-0040,Scholarship,2025-04,2026-03-19,13500,bank,249.854.5089x2038,PAY-001
DISB-001602,AUTH-001678,BEN-0149,Vocational,2025-08,2025-08-30,9984,bank,001-408-350-1657x9055,PAY-003
DISB-000817,AUTH-000857,BEN-0075,Scholarship,2026-05,2026-05-24,12673,bank,986.363.1779,PAY-003
DISB-000750,AUTH-000790,BEN-0070,Scholarship,2025-02,2025-03-04,14747,mobile_money,001-742-810-4478,PAY-001
DISB-001118,AUTH-001180,BEN-0104,Plus,2025-06,2025-07-07,8138,mobile_money,780.577.4064x9308,PAY-003
DISB-000158,AUTH-000166,BEN-0015,Vocational,2026-03,2026-04-05,9881,mobile_money,414-438-4249x8182,PAY-004
DISB-000744,AUTH-000783,BEN-0070,Scholarship,2025-11,2025-12-07,14708,mobile_money,001-742-810-4478,PAY-004
DISB-000723,AUTH-000762,BEN-0068,Tech,2026-01,2026-01-28,11914,bank,346.955.4947,PAY-003
DISB-002105,AUTH-002202,BEN-0196,Vocational,2025-02,2025-03-04,9990,mobile_money,+1-543-837-5047x930,PAY-002
DISB-001499,AUTH-001573,BEN-0140,Plus,2026-06,2026-06-29,8011,bank,(542)256-9087x7661,PAY-001
DISB-001881,AUTH-001972,BEN-0177,Scholarship,2026-03,2026-03-29,15243,mobile_money,(701)277-7490,PAY-002
DISB-001355,AUTH-001429,BEN-0126,Vocational,2025-12,2026-04-11,9450,bank,249.854.5089x2038,PAY-001
DISB-002028,AUTH-002125,BEN-0191,Vocational,2025-02,2025-03-15,9828,mobile_money,001-409-283-7801,PAY-002
DISB-000477,AUTH-000506,BEN-0042,Vocational,2026-05,2026-06-17,10104,mobile_money,591-848-5807,PAY-002
DISB-002064,AUTH-002161,BEN-0193,Tech,2025-11,2025-12-06,11927,mobile_money,4636048913,PAY-001
DISB-000294,AUTH-000315,BEN-0027,Plus,2025-10,2025-10-10,8126,mobile_money,6675383028,PAY-001
DISB-000152,AUTH-000158,BEN-0014,Scholarship,2025-10,2026-04-05,15110,mobile_money,249.854.5089x2038,PAY-003
DISB-000409,AUTH-000435,BEN-0037,Plus,2025-09,2025-10-04,8124,bank,842.866.1797,PAY-003
DISB-000199,AUTH-000208,BEN-0018,Tech,2026-02,2026-02-21,12214,bank,478.549.9121x65585,PAY-003
DISB-001385,AUTH-001459,BEN-0129,Tech,2026-05,09/05/2026,12200,bank,817.447.7332x945,PAY-002
DISB-000766,AUTH-000806,BEN-0071,Plus,2026-04,2026-04-10,8054,mobile_money,+1-609-901-0016x761,PAY-001
DISB-000765,AUTH-000805,BEN-0071,Plus,2025-09,2025-10-01,7847,mobile_money,+1-609-901-0016x761,PAY-003
DISB-001392,AUTH-001466,BEN-0129,Tech,2025-04,,11973,bank,817.447.7332x945,PAY-001
DISB-000460,AUTH-000489,BEN-0041,Plus,2026-03,2026-03-15,8119,bank,(282)774-2257,PAY-004
DISB-002132,AUTH-002229,BEN-0199,Tech,2025-09,2025-09-19,11938,mobile_money,+1-908-804-6619x63990,PAY-001
DISB-000443,AUTH-000470,BEN-0040,Scholarship,2026-06,2026-04-03,15240,bank,249.854.5089x2038,PAY-001
DISB-000114,AUTH-000114,BEN-0010,Tech,2025-07,2025-07-14,12029,mobile_money,+1-319-952-0585x27722,PAY-001
DISB-002060,AUTH-002157,BEN-0193,Tech,2025-10,2025-11-02,12030,bank,4636048913,PAY-001
DISB-000382,AUTH-000406,BEN-0035,Plus,2025-04,2025-04-27,8019,bank,698.926.2244,PAY-003
DISB-000437,AUTH-000463,BEN-0039,Vocational,2025-03,2025-04-17,10093,mobile_money,801-905-1238x2825,PAY-002
DISB-000714,AUTH-000753,BEN-0067,Scholarship,2025-04,2025-04-21,14854,mobile_money,6994353875,PAY-002
DISB-000757,AUTH-000797,BEN-0070,Scholarship,2025-06,2025-07-07,14731,bank,001-742-810-4478,PAY-003
DISB-000528,AUTH-000559,BEN-0047,Scholarship,2025-01,2025-02-07,15062,mobile_money,+1-383-264-0376x137,PAY-003
DISB-000090,AUTH-000090,BEN-0008,Plus,2025-11,2025-12-02,7920,mobile_money,826.313.7506x06853,PAY-001
DISB-001659,AUTH-001736,BEN-0155,Vocational,2025-12,21/12/2025,9986,mobile_money,001-647-687-3002,PAY-001
DISB-001157,AUTH-001219,BEN-0107,Plus,2025-02,2025-02-22,7922,mobile_money,792.451.3271x9500,PAY-003
DISB-000479,AUTH-000508,BEN-0043,Scholarship,2026-01,2026-02-09,19511,bank,709.658.4982,PAY-001
DISB-000872,AUTH-000912,BEN-0079,Plus,2025-01,2025-01-11,7977,mobile_money,880.557.1983,PAY-001
DISB-000575,AUTH-000607,BEN-0053,Plus,2025-09,2025-09-19,5964,bank,4673883171,PAY-003
DISB-000143,AUTH-000147,BEN-0012,Plus,2025-05,2025-06-09,7930,mobile_money,001-220-429-7021x3556,PAY-002
DISB-000377,AUTH-000400,BEN-0034,Tech,2025-03,2025-03-27,12106,bank,342-262-6551,PAY-003
DISB-001321,AUTH-001392,BEN-0123,Tech,2025-09,,11990,bank,(622)749-9982x79501,PAY-002
DISB-002007,AUTH-002104,BEN-0189,Tech,2026-02,2026-03-25,11792,mobile_money,372.888.1377x0285,PAY-003
DISB-001913,AUTH-002004,BEN-0180,Scholarship,2025-02,2025-02-23,14971,bank,294.252.3219x416,PAY-003
DISB-001635,AUTH-001712,BEN-0152,Vocational,2026-06,2026-06-17,9892,mobile_money,722-422-3105x9274,PAY-001
DISB-000070,AUTH-000070,BEN-0007,Vocational,2025-12,2026-01-04,10055,bank,+1-937-994-7383x47359,PAY-001
DISB-000360,AUTH-000383,BEN-0032,Vocational,2025-04,2025-04-30," KES 9,989 ",bank,001-234-410-1666x870,PAY-003
DISB-001849,AUTH-001938,BEN-0174,Plus,2025-11,2025-11-24,8019,bank,+1-736-269-4118x00537,PAY-003
DISB-001378,AUTH-001452,BEN-0128,Tech,2025-06,2025-06-24,12147,bank,585.485.4249,PAY-004
DISB-000456,AUTH-000485,BEN-0041,Plus,2026-01,2026-01-09,8035,bank,(282)774-2257,PAY-004
DISB-001485,AUTH-001559,BEN-0138,Scholarship,2025-03,2025-03-30,15202,bank,553.344.3009x109,PAY-002
DISB-001150,AUTH-001212,BEN-0106,Scholarship,2025-12,2025-12-19,14890,bank,(901)836-7303x7183,PAY-001
DISB-001609,AUTH-001685,BEN-0150,Vocational,2025-02,2025-02-17,10071,mobile_money,988.317.8847x9513,PAY-002
DISB-001787,AUTH-001873,BEN-0168,Scholarship,2026-05,2026-03-21,14757,mobile_money,249.854.5089x2038,PAY-003
DISB-001343,AUTH-001414,BEN-0124,Scholarship,2025-06,2025-07-03,14980,mobile_money,001-995-429-9787,PAY-001
DISB-001324,AUTH-001395,BEN-0123,Tech,2025-12,2026-01-09,11946,mobile_money,(622)749-9982x79501,PAY-001
DISB-001231,AUTH-001299,BEN-0114,Scholarship,2025-07,2025-08-06,11356,mobile_money,516-586-2278x376,PAY-004
DISB-000557,AUTH-000588,BEN-0051,Vocational,2026-01,2026-01-31,9998,mobile_money,001-332-506-0385x05064,PAY-003
DISB-001907,AUTH-001998,BEN-0180,Scholarship,2026-05,2026-05-28,15210,mobile_money,294.252.3219x416,PAY-003
DISB-001956,AUTH-002051,BEN-0184,Tech,2026-06,2026-07-06,12131,bank,001-308-242-8910x77119,PAY-004
DISB-000742,AUTH-000781,BEN-0069,Tech,2025-07,2025-08-10,12055,mobile_money,352.450.0743x2927,PAY-002
DISB-000781,AUTH-000821,BEN-0073,Scholarship,2025-12,2025-12-30,14886,bank,3027255794,PAY-004
DISB-000043,AUTH-000043,BEN-0004,Plus,2025-01,2025-02-03,6220,mobile_money,001-205-781-4770,PAY-004
DISB-001911,AUTH-002002,BEN-0180,Scholarship,2026-06,,14752,bank,294.252.3219x416,PAY-002
DISB-001223,AUTH-001290,BEN-0114,Scholarship,2026-03,2026-03-31,15062,mobile_money,516-586-2278x376,PAY-004
DISB-001253,AUTH-001322,BEN-0116,Plus,2026-03,2026-03-18,7927,bank,+1-301-764-5104x6368,PAY-001
DISB-000390,AUTH-000416,BEN-0035,Plus,2025-08,2025-08-28,7939,bank,698.926.2244,PAY-002
DISB-000729,AUTH-000768,BEN-0069,Tech,2025-10,2025-11-04,11937,mobile_money,352.450.0743x2927,PAY-004
DISB-001014,AUTH-001073,BEN-0095,Tech,2026-01,2026-01-30," KES 12,124 ",mobile_money,692.805.3021,PAY-004
DISB-000990,AUTH-001046,BEN-0092,Scholarship,2026-02,2026-03-09,14812,mobile_money,+1-368-865-0863x7659,PAY-002
DISB-000435,AUTH-000461,BEN-0039,Vocational,2026-04,2026-05-04,10104,bank,801-905-1238x2825,PAY-004
DISB-000420,AUTH-000446,BEN-0038,Plus,2025-11,2025-12-08,8143,mobile_money,501-943-8889,PAY-002
DISB-000149,AUTH-000154,BEN-0013,Tech,2025-11,2025-12-01,11763,bank,712.317.2715,PAY-003
DISB-001781,AUTH-001866,BEN-0168,Scholarship,2025-01,2026-03-15,15069,bank,249.854.5089x2038,PAY-004
DISB-000880,AUTH-000925,BEN-0081,Plus,2025-06,2025-06-16,7986,mobile_money,(381)782-6886,PAY-002
DISB-000009,AUTH-000009,BEN-0002,Scholarship,2025-02,2025-03-10,15030,bank,988.351.6060,PAY-001
DISB-001286,AUTH-001357,BEN-0119,Scholarship,2025-03,2025-03-16,14736,bank,(417)428-9752x677,PAY-004
DISB-000338,AUTH-000360,BEN-0031,Vocational,2026-03,2026-04-06,9945,mobile_money,912.903.8750,PAY-004
DISB-000297,AUTH-000318,BEN-0027,Plus,2026-02,2026-03-11,7928,mobile_money,6675383028,PAY-001
DISB-001252,AUTH-001321,BEN-0116,Plus,2025-11,2025-11-28,8143,bank,+1-301-764-5104x6368,PAY-001
DISB-000358,AUTH-000381,BEN-0032,Vocational,2026-03,2026-03-23,9892,bank,001-234-410-1666x870,PAY-002
DISB-000071,AUTH-000071,BEN-0007,Vocational,2025-03,2025-03-21," KES 10,123 ",bank,+1-937-994-7383x47359,PAY-004
DISB-000073,AUTH-000073,BEN-0007,Vocational,2026-06,2026-06-26," KES 9,963 ",bank,+1-937-994-7383x47359,PAY-004
DISB-001508,AUTH-001582,BEN-0141,Plus,2025-05,2025-05-17,8142,bank,257-517-3203,PAY-001
DISB-002018,AUTH-002115,BEN-0190,Plus,2025-07,2025-08-09,7945,bank,001-449-975-6792,PAY-004
DISB-000037,AUTH-000037,BEN-0004,Plus,2025-06,2025-07-03,8132,mobile_money,001-205-781-4770,PAY-001
DISB-001102,AUTH-001163,BEN-0103,Plus,2025-04,2025-05-14,7975,bank,672-928-2005x5778,PAY-002
DISB-001510,AUTH-001584,BEN-0141,Plus,2025-07,2025-07-20,7882,mobile_money,257-517-3203,PAY-001
DISB-000831,AUTH-000871,BEN-0077,Scholarship,2025-03,2025-04-11,14762,mobile_money,498.427.0808x697,PAY-002
DISB-000673,AUTH-000709,BEN-0063,Tech,2025-04,2025-04-28,11868,mobile_money,202.946.2996x0653,PAY-003
DISB-000891,AUTH-000938,BEN-0082,Vocational,2026-02,2026-03-21,9996,mobile_money,249.854.5089x2038,PAY-004
DISB-001051,AUTH-001110,BEN-0098,Vocational,2026-05,18/05/2026,9928,bank,+1-908-756-2718,PAY-004
DISB-000541,AUTH-000572,BEN-0049,Scholarship,2025-03,2025-03-18,12165,bank,001-710-256-4814x9177,PAY-003
DISB-001197,AUTH-001263,BEN-0111,Scholarship,2026-01,2026-01-17,14820,mobile_money,555.885.5665x939,PAY-004
DISB-000496,AUTH-000526,BEN-0044,Scholarship,2026-06,2026-07-11,15239,mobile_money,+1-716-384-5775x9017,PAY-001
DISB-000841,AUTH-000881,BEN-0077,Scholarship,2025-04,2025-05-10,14961,mobile_money,498.427.0808x697,PAY-004
DISB-001664,AUTH-001741,BEN-0155,Vocational,2026-02,2026-03-03,10015,bank,001-647-687-3002,PAY-001
DISB-000979,AUTH-001035,BEN-0091,Tech,2025-01,2025-01-27,12014,mobile_money,001-329-584-2579,PAY-003
DISB-001676,AUTH-001753,BEN-0156,Scholarship,2026-04,2026-04-26,14797,bank,372-552-0456x50448,PAY-001
DISB-001633,AUTH-001710,BEN-0152,Vocational,2025-08,2025-09-05,9959,bank,722-422-3105x9274,PAY-001
DISB-001457,AUTH-001531,BEN-0135,Vocational,2025-02,2025-02-22,9905,bank,+1-249-640-7929x049,PAY-002
DISB-000126,AUTH-000128,BEN-0011,Plus,2025-07,,9950,mobile_money,615-366-7652x775,PAY-001
DISB-001084,AUTH-001144,BEN-0101,Scholarship,2025-01,2025-01-27,14867,mobile_money,+1-824-655-8771,PAY-003
DISB-000706,AUTH-000745,BEN-0067,Scholarship,2026-02,2026-03-04,15074,bank,6994353875,PAY-004
DISB-001828,AUTH-001917,BEN-0172,Plus,2025-11,2025-11-29,7900,mobile_money,529-254-3165x266,PAY-004
DISB-000735,AUTH-000774,BEN-0069,Tech,2025-04,2025-05-07,12010,bank,352.450.0743x2927,PAY-002
DISB-000348,AUTH-000371,BEN-0032,Vocational,2025-06,2025-07-07,10046,bank,001-234-410-1666x870,PAY-002
DISB-001083,AUTH-001143,BEN-0100,Plus,2025-03,2025-03-28,7896,bank,620-734-7175,PAY-003
DISB-000388,AUTH-000414,BEN-0035,Plus,2026-03,2026-03-27,6805,bank,698.926.2244,PAY-004
DISB-001278,AUTH-001348,BEN-0118,Scholarship,2026-03,2026-04-01,14938,mobile_money,001-483-724-8262,PAY-001
DISB-001009,AUTH-001068,BEN-0094,Plus,2025-08,2025-09-18,8403,mobile_money,+1-702-360-1279x61143,PAY-004
DISB-001692,AUTH-001769,BEN-0157,Plus,2025-04,2025-04-16,8095,bank,(383)838-9888,PAY-004
DISB-000527,AUTH-000558,BEN-0047,Scholarship,2025-11,2025-12-20,14936,bank,+1-383-264-0376x137,PAY-002
DISB-000736,AUTH-000775,BEN-0069,Tech,2026-05,2026-05-13,11988,bank,352.450.0743x2927,PAY-003
DISB-000907,AUTH-000958,BEN-0084,Scholarship,2025-12,2025-12-25,14813,bank,891-647-6607x2832,PAY-001
DISB-000764,AUTH-000804,BEN-0071,Plus,2026-01,2026-02-03,8058,bank,+1-609-901-0016x761,PAY-004
DISB-000035,AUTH-000035,BEN-0003,Tech,2025-05,2025-05-24,12119,mobile_money,581-388-3552,PAY-004
DISB-000282,AUTH-000303,BEN-0026,Tech,2026-04,2026-05-07,10579,bank,+1-982-851-2868x23004,PAY-002
DISB-001535,AUTH-001609,BEN-0143,Scholarship,2025-01,2025-01-11,14861,mobile_money,(225)982-7390x21962,PAY-001
DISB-000783,AUTH-000823,BEN-0073,Scholarship,2025-05,2025-06-08,14889,bank,3027255794,PAY-001
DISB-001880,AUTH-001971,BEN-0177,Scholarship,2026-02,2026-02-13,14912,bank,(701)277-7490,PAY-002
DISB-000145,AUTH-000149,BEN-0012,Plus,2025-10,2025-10-27,7927,mobile_money,001-220-429-7021x3556,PAY-001
DISB-001969,AUTH-002066,BEN-0186,Vocational,2026-01,2026-01-18,9887,mobile_money,+1-884-966-8455x04892,PAY-001
DISB-000455,AUTH-000484,BEN-0041,Plus,2026-02,26/02/2026,8136,bank,(282)774-2257,PAY-002
DISB-000060,AUTH-000060,BEN-0005,Scholarship,2025-04,2025-04-27,15121,mobile_money,820.737.7889x25546,PAY-004
DISB-001975,AUTH-002072,BEN-0186,Vocational,2025-11,2025-12-11,10068,mobile_money,+1-884-966-8455x04892,PAY-002
DISB-000357,AUTH-000380,BEN-0032,Vocational,2025-11,2025-12-17,9975,mobile_money,001-234-410-1666x870,PAY-003
DISB-001363,AUTH-001437,BEN-0127,Vocational,2026-03,2026-04-02,10012,mobile_money,923.207.6810x40915,PAY-003
DISB-001116,AUTH-001178,BEN-0103,Plus,2025-08,2025-09-07,8086,mobile_money,672-928-2005x5778,PAY-004
DISB-001759,AUTH-001838,BEN-0165,Tech,2026-06,2026-07-06,11879,mobile_money,583-344-0496,PAY-001
DISB-000977,AUTH-001033,BEN-0091,Tech,2026-01,2026-02-14,11927,mobile_money,001-329-584-2579,PAY-003
DISB-000578,AUTH-000611,BEN-0053,Plus,2025-05,2025-06-01,8025,mobile_money,4673883171,PAY-002
DISB-001362,AUTH-001436,BEN-0127,Vocational,2025-05,2025-05-27,10168,mobile_money,923.207.6810x40915,PAY-004
DISB-001991,AUTH-002088,BEN-0187,Tech,2025-10,2025-10-18,11931,mobile_money,688-548-5200,PAY-001
DISB-001963,AUTH-002060,BEN-0185,Tech,2025-02,2026-03-27,11215,mobile_money,249.854.5089x2038,PAY-001
DISB-000038,AUTH-000038,BEN-0004,Plus,2025-07,04/08/2025,6223,mobile_money,001-205-781-4770,PAY-001
DISB-001024,AUTH-001083,BEN-0096,Plus,2025-03,2025-03-30,8157,mobile_money,248.994.7697x35779,PAY-002
DISB-001493,AUTH-001567,BEN-0139,Vocational,2025-08,2025-09-14,9991,mobile_money,001-654-421-4066x504,PAY-004
DISB-000737,AUTH-000776,BEN-0069,Tech,2025-08,2025-08-30,11767,mobile_money,352.450.0743x2927,PAY-003
DISB-001614,AUTH-001690,BEN-0150,Vocational,2026-03,2026-04-03,10086,bank,988.317.8847x9513,PAY-002
DISB-000224,AUTH-000233,BEN-0021,Vocational,2025-08,2025-09-06,10056,mobile_money,+1-547-533-8484x2199,PAY-003
DISB-001767,AUTH-001846,BEN-0165,Tech,2025-09,09/10/2025,11772,mobile_money,583-344-0496,PAY-001
DISB-001417,AUTH-001491,BEN-0132,Scholarship,2025-08,2025-08-25,14934,mobile_money,8365965666,PAY-003
DISB-000140,AUTH-000144,BEN-0012,Plus,2026-06,2026-07-02,8031,bank,001-220-429-7021x3556,PAY-004
DISB-000718,AUTH-000757,BEN-0067,Scholarship,2025-11,2025-11-27,14744,bank,6994353875,PAY-001
DISB-000902,AUTH-000953,BEN-0084,Scholarship,2026-02,2026-03-03,11048,mobile_money,891-647-6607x2832,PAY-004
DISB-001513,AUTH-001587,BEN-0141,Plus,2026-03,2026-04-11,7999,mobile_money,257-517-3203,PAY-002
DISB-001943,AUTH-002037,BEN-0183,Scholarship,2025-12,2026-03-30,18534,mobile_money,249.854.5089x2038,PAY-004
DISB-001250,AUTH-001319,BEN-0116,Plus,2025-09,2025-10-09,8049,mobile_money,+1-301-764-5104x6368,PAY-002
DISB-000190,AUTH-000198,BEN-0018,Tech,2026-05,2026-06-02,11887,bank,478.549.9121x65585,PAY-004
DISB-000107,AUTH-000107,BEN-0009,Plus,2026-02,2026-03-09,7852,mobile_money,203-569-7117,PAY-002
DISB-000654,AUTH-000688,BEN-0061,Scholarship,2026-04,2026-04-22,15080,mobile_money,001-502-211-5869,PAY-003
DISB-000148,AUTH-000153,BEN-0013,Tech,2025-12,2026-01-12,12169,mobile_money,712.317.2715,PAY-001
DISB-000659,AUTH-000694,BEN-0061,Scholarship,2025-05,2025-05-28," KES 14,761 ",mobile_money,001-502-211-5869,PAY-004
DISB-000019,AUTH-000019,BEN-0002,Scholarship,2025-03,2025-03-27,14764,bank,988.351.6060,PAY-001
DISB-001067,AUTH-001126,BEN-0099,Scholarship,2026-03,2026-03-31,14703,bank,872-592-9314x386,PAY-001
DISB-000502,AUTH-000532,BEN-0045,Scholarship,2025-09,2026-03-30,10790,mobile_money,249.854.5089x2038,PAY-002
DISB-001146,AUTH-001208,BEN-0106,Scholarship,2025-02,2025-02-16,14815,bank,(901)836-7303x7183,PAY-001
DISB-001917,AUTH-002008,BEN-0181,Tech,2025-11,2026-04-14,11943,bank,249.854.5089x2038,PAY-004
DISB-000365,AUTH-000388,BEN-0033,Plus,2026-06,2026-06-29,8091,mobile_money,842-493-9685,PAY-003
DISB-000660,AUTH-000695,BEN-0061,Scholarship,2025-08,2025-08-28,14813,mobile_money,001-502-211-5869,PAY-004
DISB-000237,AUTH-000251,BEN-0022,Scholarship,2025-08,2025-08-21,15128,bank,+1-293-280-2620x6724,PAY-001
DISB-000695,AUTH-000734,BEN-0065,Plus,2025-06,2025-06-28,8143,bank,540-560-2933,PAY-003
DISB-001925,AUTH-002018,BEN-0181,Tech,2025-01,2026-04-13,10333,bank,249.854.5089x2038,PAY-003
DISB-001170,AUTH-001233,BEN-0108,Vocational,2026-04,2026-05-14,9882,bank,(385)457-4982,PAY-003
DISB-000438,AUTH-000464,BEN-0039,Vocational,2026-06,2026-06-20,10114,mobile_money,801-905-1238x2825,PAY-001
DISB-000086,AUTH-000086,BEN-0008,Plus,2025-08,2025-08-21,7846,mobile_money,826.313.7506x06853,PAY-003
DISB-000355,AUTH-000378,BEN-0032,Vocational,2025-09,2025-09-30,10080,bank,001-234-410-1666x870,PAY-002
DISB-000311,AUTH-000333,BEN-0029,Vocational,2025-03,2025-03-16,9908,mobile_money,603-831-7393x6385,PAY-002
DISB-001841,AUTH-001930,BEN-0173,Tech,2026-03,2026-03-21,12158,mobile_money,(577)613-3344x76263,PAY-002
DISB-000842,AUTH-000882,BEN-0077,Scholarship,2025-02,2025-03-03,15098,bank,498.427.0808x697,PAY-004
DISB-001489,AUTH-001563,BEN-0138,Scholarship,2025-12,2025-12-28,15185,mobile_money,553.344.3009x109,PAY-001
DISB-000274,AUTH-000294,BEN-0025,Plus,2025-08,2025-08-22,7846,mobile_money,971.239.7187x07286,PAY-004
DISB-001831,AUTH-001920,BEN-0173,Tech,2025-03,,12159,mobile_money,(577)613-3344x76263,PAY-004
DISB-001840,AUTH-001929,BEN-0173,Tech,2026-04,2026-04-15,11794,bank,(577)613-3344x76263,PAY-002
DISB-001671,AUTH-001748,BEN-0156,Scholarship,2025-10,2025-11-07,15180,mobile_money,372-552-0456x50448,PAY-002
DISB-000895,AUTH-000944,BEN-0083,Plus,2025-04,2025-04-22,8117,mobile_money,(607)350-1102,PAY-002
DISB-000921,AUTH-000975,BEN-0085,Scholarship,2026-05,2026-06-09,14772,mobile_money,(939)343-1290,PAY-002
DISB-001860,AUTH-001949,BEN-0175,Vocational,2026-01,2026-02-07,9976,mobile_money,(774)856-4494,PAY-003
DISB-001930,AUTH-002024,BEN-0182,Plus,2025-05,2025-06-18,7567,mobile_money,+1-284-207-6789x973,PAY-001
DISB-001006,AUTH-001065,BEN-0094,Plus,2026-04,2026-04-19,8021,mobile_money,+1-702-360-1279x61143,PAY-004
DISB-001313,AUTH-001384,BEN-0122,Vocational,2025-08,2025-08-28," KES 10,163 ",bank,209.940.7778,PAY-003
DISB-000879,AUTH-000923,BEN-0080,Vocational,2025-12,2026-04-01,9876,mobile_money,249.854.5089x2038,PAY-004
DISB-000625,AUTH-000658,BEN-0058,Plus,2026-01,07/02/2026,8069,mobile_money,372-751-3552,PAY-004
DISB-001398,AUTH-001472,BEN-0130,Vocational,2026-02,2026-02-22,7726,mobile_money,+1-476-996-3938,PAY-003
DISB-000324,AUTH-000346,BEN-0030,Scholarship,2026-05,2026-06-08,12625,bank,(504)789-9642,PAY-001
DISB-000935,AUTH-000989,BEN-0086,Plus,2026-01,2026-02-07,7840,mobile_money,(756)920-5336x452,PAY-003
DISB-001936,AUTH-002030,BEN-0182,Plus,2025-07,2025-08-13,7952,bank,+1-284-207-6789x973,PAY-001
DISB-000687,AUTH-000724,BEN-0064,Tech,2025-08,2025-08-30,11971,mobile_money,001-278-450-8214x8628,PAY-004
DISB-000481,AUTH-000510,BEN-0043,Scholarship,2025-07,2025-07-26,15050,bank,709.658.4982,PAY-003
DISB-001140,AUTH-001202,BEN-0106,Scholarship,2026-05,2026-05-19,14846,bank,(901)836-7303x7183,PAY-004
